Nota,Parcela,Valor,DataEntrada
885661,4,1717.50290331454,2023-10-15
885661,5,1717.50290331454,2023-11-15
885661,6,1717.50290331454,2023-12-15
885661,7,1717.50290331454,2024-01-15
885661,8,1717.50290331454,2024-02-15
885661,9,1717.50290331454,2024-03-15
885661,10,1717.50290331454,2024-04-15
885661,11,1717.50290331454,2024-05-15
885661,12,1717.50290331454,2024-06-15
885662,1,3016.47374100686,2023-10-22
885662,2,3016.47374100686,2023-11-22
885662,3,3016.47374100686,2023-12-22
885662,4,3016.47374100686,2024-01-22
885662,5,3016.47374100686,2024-02-22
885662,6,3016.47374100686,2024-03-22
885662,7,3016.47374100686,2024-04-22
885662,8,3016.47374100686,2024-05-22
885662,9,3016.47374100686,2024-06-22
885663,1,2051.13369113962,2024-05-12
885663,2,2051.13369113962,2024-06-12
885664,1,3092.66663351752,2023-12-05
885664,2,3092.66663351752,2024-01-05
885664,3,3092.66663351752,2024-02-05
885664,4,3092.66663351752,2024-03-05
885664,5,3092.66663351752,2024-04-05
885664,6,3092.66663351752,2024-05-05
885664,7,3092.66663351752,2024-06-05
885665,1,4612.65805039651,2023-02-10
885665,2,4612.65805039651,2023-03-10
885665,3,4612.65805039651,2023-04-10
885665,4,4612.65805039651,2023-05-10
885665,5,4612.65805039651,2023-06-10
885665,6,4612.65805039651,2023-07-10
885665,7,4612.65805039651,2023-08-10
885665,8,4612.65805039651,2023-09-10
885665,9,4612.65805039651,2023-10-10
885665,10,4612.65805039651,2023-11-10
885665,11,4612.65805039651,2023-12-10
885665,12,4612.65805039651,2024-01-10
885665,13,4612.65805039651,2024-02-10
885665,14,4612.65805039651,2024-03-10
885665,15,4612.65805039651,2024-04-10
885665,16,4612.65805039651,2024-05-10
885665,17,4612.65805039651,2024-06-10
885666,1,1824.99807400582,2023-04-20
885666,2,1824.99807400582,2023-05-20
885666,3,1824.99807400582,2023-06-20
885666,4,1824.99807400582,2023-07-20
885666,5,1824.99807400582,2023-08-20
885666,6,1824.99807400582,2023-09-20
885666,7,1824.99807400582,2023-10-20
885666,8,1824.99807400582,2023-11-20
885666,9,1824.99807400582,2023-12-20
885666,10,1824.99807400582,2024-01-20
885666,11,1824.99807400582,2024-02-20
885666,12,1824.99807400582,2024-03-20
885666,13,1824.99807400582,2024-04-20
885666,14,1824.99807400582,2024-05-20
885666,15,1824.99807400582,2024-06-20
885667,1,2921.91022086806,2023-02-21
885667,2,2921.91022086806,2023-03-21
885667,3,2921.91022086806,2023-04-21
885667,4,2921.91022086806,2023-05-21
885667,5,2921.91022086806,2023-06-21
885667,6,2921.91022086806,2023-07-21
885667,7,2921.91022086806,2023-08-21
885667,8,2921.91022086806,2023-09-21
885667,9,2921.91022086806,2023-10-21
885667,10,2921.91022086806,2023-11-21
885667,11,2921.91022086806,2023-12-21
885667,12,2921.91022086806,2024-01-21
885667,13,2921.91022086806,2024-02-21
885667,14,2921.91022086806,2024-03-21
885667,15,2921.91022086806,2024-04-21
885667,16,2921.91022086806,2024-05-21
885667,17,2921.91022086806,2024-06-21
885669,1,10112.8504593926,2024-04-28
885669,2,10112.8504593926,2024-05-28
885669,3,10112.8504593926,2024-06-28
885670,1,4107.16935657675,2023-11-08
885670,2,4107.16935657675,2023-12-08
885670,3,4107.16935657675,2024-01-08
885670,4,4107.16935657675,2024-02-08
885670,5,4107.16935657675,2024-03-08
885670,6,4107.16935657675,2024-04-08
885670,7,4107.16935657675,2024-05-08
885670,8,4107.16935657675,2024-06-08
885671,1,6266.71962625527,2023-01-18
885671,2,6266.71962625527,2023-02-18
885671,3,6266.71962625527,2023-03-18
885671,4,6266.71962625527,2023-04-18
885671,5,6266.71962625527,2023-05-18
885671,6,6266.71962625527,2023-06-18
885671,7,6266.71962625527,2023-07-18
885671,8,6266.71962625527,2023-08-18
885671,9,6266.71962625527,2023-09-18
885671,10,6266.71962625527,2023-10-18
885671,11,6266.71962625527,2023-11-18
885671,12,6266.71962625527,2023-12-18
885671,13,6266.71962625527,2024-01-18
885671,14,6266.71962625527,2024-02-18
885671,15,6266.71962625527,2024-03-18
885671,16,6266.71962625527,2024-04-18
885671,17,6266.71962625527,2024-05-18
885671,18,6266.71962625527,2024-06-18
885672,1,5364.80797675481,2024-03-13
885672,2,5364.80797675481,2024-04-13
885672,3,5364.80797675481,2024-05-13
885672,4,5364.80797675481,2024-06-13
885673,1,5619.19754327321,2023-07-25
885673,2,5619.19754327321,2023-08-25
885673,3,5619.19754327321,2023-09-25
885673,4,5619.19754327321,2023-10-25
885673,5,5619.19754327321,2023-11-25
885673,6,5619.19754327321,2023-12-25
885673,7,5619.19754327321,2024-01-25
885673,8,5619.19754327321,2024-02-25
885673,9,5619.19754327321,2024-03-25
885673,10,5619.19754327321,2024-04-25
885673,11,5619.19754327321,2024-05-25
885673,12,5619.19754327321,2024-06-25
885674,1,1758.10527546407,2023-05-09
885674,2,1758.10527546407,2023-06-09
885674,3,1758.10527546407,2023-07-09
885674,4,1758.10527546407,2023-08-09
885674,5,1758.10527546407,2023-09-09
885674,6,1758.10527546407,2023-10-09
885674,7,1758.10527546407,2023-11-09
885674,8,1758.10527546407,2023-12-09
885674,9,1758.10527546407,2024-01-09
885674,10,1758.10527546407,2024-02-09
885674,11,1758.10527546407,2024-03-09
885674,12,1758.10527546407,2024-04-09
885674,13,1758.10527546407,2024-05-09
885674,14,1758.10527546407,2024-06-09
885675,1,4668.94255782197,2023-02-27
885675,2,4668.94255782197,2023-03-27
885675,3,4668.94255782197,2023-04-27
885675,4,4668.94255782197,2023-05-27
885675,5,4668.94255782197,2023-06-27
885675,6,4668.94255782197,2023-07-27
885675,7,4668.94255782197,2023-08-27
885675,8,4668.94255782197,2023-09-27
885675,9,4668.94255782197,2023-10-27
885675,10,4668.94255782197,2023-11-27
885675,11,4668.94255782197,2023-12-27
885675,12,4668.94255782197,2024-01-27
885675,13,4668.94255782197,2024-02-27
885675,14,4668.94255782197,2024-03-27
885675,15,4668.94255782197,2024-04-27
885675,16,4668.94255782197,2024-05-27
885675,17,4668.94255782197,2024-06-27
885676,1,4932.65251497513,2023-03-04
885676,2,4932.65251497513,2023-04-04
885676,3,4932.65251497513,2023-05-04
885676,4,4932.65251497513,2023-06-04
885676,5,4932.65251497513,2023-07-04
885676,6,4932.65251497513,2023-08-04
885676,7,4932.65251497513,2023-09-04
885676,8,4932.65251497513,2023-10-04
885676,9,4932.65251497513,2023-11-04
885676,10,4932.65251497513,2023-12-04
885676,11,4932.65251497513,2024-01-04
885676,12,4932.65251497513,2024-02-04
885676,13,4932.65251497513,2024-03-04
885676,14,4932.65251497513,2024-04-04
885676,15,4932.65251497513,2024-05-04
885676,16,4932.65251497513,2024-06-04
885677,1,6704.47439990483,2024-06-27
885678,1,5453.12351601874,2024-03-19
885678,2,5453.12351601874,2024-04-19
885678,3,5453.12351601874,2024-05-19
885678,4,5453.12351601874,2024-06-19
885680,1,8608.45144533564,2023-04-10
885680,2,8608.45144533564,2023-05-10
885680,3,8608.45144533564,2023-06-10
885680,4,8608.45144533564,2023-07-10
885680,5,8608.45144533564,2023-08-10
885680,6,8608.45144533564,2023-09-10
885680,7,8608.45144533564,2023-10-10
885680,8,8608.45144533564,2023-11-10
885680,9,8608.45144533564,2023-12-10
885680,10,8608.45144533564,2024-01-10
885680,11,8608.45144533564,2024-02-10
885680,12,8608.45144533564,2024-03-10
885680,13,8608.45144533564,2024-04-10
885680,14,8608.45144533564,2024-05-10
885680,15,8608.45144533564,2024-06-10
885681,1,2102.1378425935,2023-09-12
885681,2,2102.1378425935,2023-10-12
885681,3,2102.1378425935,2023-11-12
885681,4,2102.1378425935,2023-12-12
885681,5,2102.1378425935,2024-01-12
885681,6,2102.1378425935,2024-02-12
885681,7,2102.1378425935,2024-03-12
885681,8,2102.1378425935,2024-04-12
885681,9,2102.1378425935,2024-05-12
885681,10,2102.1378425935,2024-06-12
885683,1,2247.4755397066,2023-07-20
885683,2,2247.4755397066,2023-08-20
885683,3,2247.4755397066,2023-09-20
885683,4,2247.4755397066,2023-10-20
885683,5,2247.4755397066,2023-11-20
885683,6,2247.4755397066,2023-12-20
885683,7,2247.4755397066,2024-01-20
885683,8,2247.4755397066,2024-02-20
885683,9,2247.4755397066,2024-03-20
885683,10,2247.4755397066,2024-04-20
885683,11,2247.4755397066,2024-05-20
885683,12,2247.4755397066,2024-06-20
885684,1,3086.4593791057,2024-02-12
885684,2,3086.4593791057,2024-03-12
885684,3,3086.4593791057,2024-04-12
885684,4,3086.4593791057,2024-05-12
885684,5,3086.4593791057,2024-06-12
885685,1,5142.39731179452,2023-02-14
885685,2,5142.39731179452,2023-03-14
885685,3,5142.39731179452,2023-04-14
885685,4,5142.39731179452,2023-05-14
885685,5,5142.39731179452,2023-06-14
885685,6,5142.39731179452,2023-07-14
885685,7,5142.39731179452,2023-08-14
885685,8,5142.39731179452,2023-09-14
885685,9,5142.39731179452,2023-10-14
885685,10,5142.39731179452,2023-11-14
885685,11,5142.39731179452,2023-12-14
885685,12,5142.39731179452,2024-01-14
885685,13,5142.39731179452,2024-02-14
885685,14,5142.39731179452,2024-03-14
885685,15,5142.39731179452,2024-04-14
885685,16,5142.39731179452,2024-05-14
885685,17,5142.39731179452,2024-06-14
885687,1,4835.73004895281,2023-10-09
885687,2,4835.73004895281,2023-11-09
885687,3,4835.73004895281,2023-12-09
885687,4,4835.73004895281,2024-01-09
885687,5,4835.73004895281,2024-02-09
885687,6,4835.73004895281,2024-03-09
885687,7,4835.73004895281,2024-04-09
885687,8,4835.73004895281,2024-05-09
885687,9,4835.73004895281,2024-06-09
885688,1,4986.66071808016,2024-03-09
885688,2,4986.66071808016,2024-04-09
885688,3,4986.66071808016,2024-05-09
885688,4,4986.66071808016,2024-06-09
885690,1,9369.65429146475,2023-10-22
885690,2,9369.65429146475,2023-11-22
885690,3,9369.65429146475,2023-12-22
885690,4,9369.65429146475,2024-01-22
885690,5,9369.65429146475,2024-02-22
885690,6,9369.65429146475,2024-03-22
885690,7,9369.65429146475,2024-04-22
885690,8,9369.65429146475,2024-05-22
885690,9,9369.65429146475,2024-06-22
885691,1,3138.82225278831,2024-06-18
885692,1,3128.04902433174,2023-01-17
885692,2,3128.04902433174,2023-02-17
885692,3,3128.04902433174,2023-03-17
885692,4,3128.04902433174,2023-04-17
885692,5,3128.04902433174,2023-05-17
885692,6,3128.04902433174,2023-06-17
885692,7,3128.04902433174,2023-07-17
885692,8,3128.04902433174,2023-08-17
885692,9,3128.04902433174,2023-09-17
885692,10,3128.04902433174,2023-10-17
885692,11,3128.04902433174,2023-11-17
885692,12,3128.04902433174,2023-12-17
885692,13,3128.04902433174,2024-01-17
885692,14,3128.04902433174,2024-02-17
885692,15,3128.04902433174,2024-03-17
885692,16,3128.04902433174,2024-04-17
885692,17,3128.04902433174,2024-05-17
885692,18,3128.04902433174,2024-06-17
885693,1,5403.12405059391,2023-08-26
885693,2,5403.12405059391,2023-09-26
885693,3,5403.12405059391,2023-10-26
885693,4,5403.12405059391,2023-11-26
885693,5,5403.12405059391,2023-12-26
885693,6,5403.12405059391,2024-01-26
885693,7,5403.12405059391,2024-02-26
885693,8,5403.12405059391,2024-03-26
885693,9,5403.12405059391,2024-04-26
885693,10,5403.12405059391,2024-05-26
885693,11,5403.12405059391,2024-06-26
885694,1,4468.33346645713,2023-11-05
885694,2,4468.33346645713,2023-12-05
885694,3,4468.33346645713,2024-01-05
885694,4,4468.33346645713,2024-02-05
885694,5,4468.33346645713,2024-03-05
885694,6,4468.33346645713,2024-04-05
885694,7,4468.33346645713,2024-05-05
885694,8,4468.33346645713,2024-06-05
885695,1,3837.53431589793,2023-10-06
885695,2,3837.53431589793,2023-11-06
885695,3,3837.53431589793,2023-12-06
885695,4,3837.53431589793,2024-01-06
885695,5,3837.53431589793,2024-02-06
885695,6,3837.53431589793,2024-03-06
885695,7,3837.53431589793,2024-04-06
885695,8,3837.53431589793,2024-05-06
885695,9,3837.53431589793,2024-06-06
885697,1,8020.21769669885,2023-11-20
885697,2,8020.21769669885,2023-12-20
885697,3,8020.21769669885,2024-01-20
885697,4,8020.21769669885,2024-02-20
885697,5,8020.21769669885,2024-03-20
885697,6,8020.21769669885,2024-04-20
885697,7,8020.21769669885,2024-05-20
885697,8,8020.21769669885,2024-06-20
885698,1,1984.53333466426,2023-11-18
885698,2,1984.53333466426,2023-12-18
885698,3,1984.53333466426,2024-01-18
885698,4,1984.53333466426,2024-02-18
885698,5,1984.53333466426,2024-03-18
885698,6,1984.53333466426,2024-04-18
885698,7,1984.53333466426,2024-05-18
885698,8,1984.53333466426,2024-06-18
885699,1,6667.17124596226,2023-02-19
885699,2,6667.17124596226,2023-03-19
885699,3,6667.17124596226,2023-04-19
885699,4,6667.17124596226,2023-05-19
885699,5,6667.17124596226,2023-06-19
885699,6,6667.17124596226,2023-07-19
885699,7,6667.17124596226,2023-08-19
885699,8,6667.17124596226,2023-09-19
885699,9,6667.17124596226,2023-10-19
885699,10,6667.17124596226,2023-11-19
885699,11,6667.17124596226,2023-12-19
885699,12,6667.17124596226,2024-01-19
885699,13,6667.17124596226,2024-02-19
885699,14,6667.17124596226,2024-03-19
885699,15,6667.17124596226,2024-04-19
885699,16,6667.17124596226,2024-05-19
885699,17,6667.17124596226,2024-06-19
885700,1,2084.07600498261,2024-06-18
885701,1,7226.4751261957,2023-04-15
885701,2,7226.4751261957,2023-05-15
885701,3,7226.4751261957,2023-06-15
885701,4,7226.4751261957,2023-07-15
885701,5,7226.4751261957,2023-08-15
885701,6,7226.4751261957,2023-09-15
885701,7,7226.4751261957,2023-10-15
885701,8,7226.4751261957,2023-11-15
885701,9,7226.4751261957,2023-12-15
885701,10,7226.4751261957,2024-01-15
885701,11,7226.4751261957,2024-02-15
885701,12,7226.4751261957,2024-03-15
885701,13,7226.4751261957,2024-04-15
885701,14,7226.4751261957,2024-05-15
885701,15,7226.4751261957,2024-06-15
885702,1,1788.18425480038,2023-11-21
885702,2,1788.18425480038,2023-12-21
885702,3,1788.18425480038,2024-01-21
885702,4,1788.18425480038,2024-02-21
885702,5,1788.18425480038,2024-03-21
885702,6,1788.18425480038,2024-04-21
885702,7,1788.18425480038,2024-05-21
885702,8,1788.18425480038,2024-06-21
885703,1,6865.29966768501,2024-04-19
885703,2,6865.29966768501,2024-05-19
885703,3,6865.29966768501,2024-06-19
885704,1,5297.85378240206,2023-06-09
885704,2,5297.85378240206,2023-07-09
885704,3,5297.85378240206,2023-08-09
885704,4,5297.85378240206,2023-09-09
885704,5,5297.85378240206,2023-10-09
885704,6,5297.85378240206,2023-11-09
885704,7,5297.85378240206,2023-12-09
885704,8,5297.85378240206,2024-01-09
885704,9,5297.85378240206,2024-02-09
885704,10,5297.85378240206,2024-03-09
885704,11,5297.85378240206,2024-04-09
885704,12,5297.85378240206,2024-05-09
885704,13,5297.85378240206,2024-06-09
885705,1,6948.62492343129,2023-04-01
885705,2,6948.62492343129,2023-05-01
885705,3,6948.62492343129,2023-06-01
885705,4,6948.62492343129,2023-07-01
885705,5,6948.62492343129,2023-08-01
885705,6,6948.62492343129,2023-09-01
885705,7,6948.62492343129,2023-10-01
885705,8,6948.62492343129,2023-11-01
885705,9,6948.62492343129,2023-12-01
885705,10,6948.62492343129,2024-01-01
885705,11,6948.62492343129,2024-02-01
885705,12,6948.62492343129,2024-03-01
885705,13,6948.62492343129,2024-04-01
885705,14,6948.62492343129,2024-05-01
885705,15,6948.62492343129,2024-06-01
885706,1,6345.71688136922,2023-07-29
885706,2,6345.71688136922,2023-08-29
885706,3,6345.71688136922,2023-09-29
885706,4,6345.71688136922,2023-10-29
885706,5,6345.71688136922,2023-11-29
885706,6,6345.71688136922,2023-12-29
885706,7,6345.71688136922,2024-01-29
885706,8,6345.71688136922,2024-02-29
885706,9,6345.71688136922,2024-03-29
885706,10,6345.71688136922,2024-04-29
885706,11,6345.71688136922,2024-05-29
885706,12,6345.71688136922,2024-06-29
885708,1,2638.72361284499,2023-09-18
885708,2,2638.72361284499,2023-10-18
885708,3,2638.72361284499,2023-11-18
885708,4,2638.72361284499,2023-12-18
885708,5,2638.72361284499,2024-01-18
885708,6,2638.72361284499,2024-02-18
885708,7,2638.72361284499,2024-03-18
885708,8,2638.72361284499,2024-04-18
885708,9,2638.72361284499,2024-05-18
885708,10,2638.72361284499,2024-06-18
885710,1,4159.98545083256,2023-04-16
885710,2,4159.98545083256,2023-05-16
885710,3,4159.98545083256,2023-06-16
885710,4,4159.98545083256,2023-07-16
885710,5,4159.98545083256,2023-08-16
885710,6,4159.98545083256,2023-09-16
885710,7,4159.98545083256,2023-10-16
885710,8,4159.98545083256,2023-11-16
885710,9,4159.98545083256,2023-12-16
885710,10,4159.98545083256,2024-01-16
885710,11,4159.98545083256,2024-02-16
885710,12,4159.98545083256,2024-03-16
885710,13,4159.98545083256,2024-04-16
885710,14,4159.98545083256,2024-05-16
885710,15,4159.98545083256,2024-06-16
885711,1,5942.22813707293,2024-05-26
885711,2,5942.22813707293,2024-06-26
885712,1,5302.97401408912,2023-09-18
885712,2,5302.97401408912,2023-10-18
885712,3,5302.97401408912,2023-11-18
885712,4,5302.97401408912,2023-12-18
885712,5,5302.97401408912,2024-01-18
885712,6,5302.97401408912,2024-02-18
885712,7,5302.97401408912,2024-03-18
885712,8,5302.97401408912,2024-04-18
885712,9,5302.97401408912,2024-05-18
885712,10,5302.97401408912,2024-06-18
885713,1,1680.782880175,2023-07-24
885713,2,1680.782880175,2023-08-24
885713,3,1680.782880175,2023-09-24
885713,4,1680.782880175,2023-10-24
885713,5,1680.782880175,2023-11-24
885713,6,1680.782880175,2023-12-24
885713,7,1680.782880175,2024-01-24
885713,8,1680.782880175,2024-02-24
885713,9,1680.782880175,2024-03-24
885713,10,1680.782880175,2024-04-24
885713,11,1680.782880175,2024-05-24
885713,12,1680.782880175,2024-06-24
885714,1,4030.65710231716,2024-01-03
885714,2,4030.65710231716,2024-02-03
885714,3,4030.65710231716,2024-03-03
885714,4,4030.65710231716,2024-04-03
885714,5,4030.65710231716,2024-05-03
885714,6,4030.65710231716,2024-06-03
885716,1,2529.63320628225,2023-05-22
885716,2,2529.63320628225,2023-06-22
885716,3,2529.63320628225,2023-07-22
885716,4,2529.63320628225,2023-08-22
885716,5,2529.63320628225,2023-09-22
885716,6,2529.63320628225,2023-10-22
885716,7,2529.63320628225,2023-11-22
885716,8,2529.63320628225,2023-12-22
885716,9,2529.63320628225,2024-01-22
885716,10,2529.63320628225,2024-02-22
885716,11,2529.63320628225,2024-03-22
885716,12,2529.63320628225,2024-04-22
885716,13,2529.63320628225,2024-05-22
885716,14,2529.63320628225,2024-06-22
885717,1,3376.51673365812,2023-07-03
885717,2,3376.51673365812,2023-08-03
885717,3,3376.51673365812,2023-09-03
885717,4,3376.51673365812,2023-10-03
885717,5,3376.51673365812,2023-11-03
885717,6,3376.51673365812,2023-12-03
885717,7,3376.51673365812,2024-01-03
885717,8,3376.51673365812,2024-02-03
885717,9,3376.51673365812,2024-03-03
885717,10,3376.51673365812,2024-04-03
885717,11,3376.51673365812,2024-05-03
885717,12,3376.51673365812,2024-06-03
885719,1,5025.96204912244,2023-08-16
885719,2,5025.96204912244,2023-09-16
885719,3,5025.96204912244,2023-10-16
885719,4,5025.96204912244,2023-11-16
885719,5,5025.96204912244,2023-12-16
885719,6,5025.96204912244,2024-01-16
885719,7,5025.96204912244,2024-02-16
885719,8,5025.96204912244,2024-03-16
885719,9,5025.96204912244,2024-04-16
885719,10,5025.96204912244,2024-05-16
885719,11,5025.96204912244,2024-06-16
885720,1,5712.57385216872,2023-02-06
885720,2,5712.57385216872,2023-03-06
885720,3,5712.57385216872,2023-04-06
885720,4,5712.57385216872,2023-05-06
885720,5,5712.57385216872,2023-06-06
885720,6,5712.57385216872,2023-07-06
885720,7,5712.57385216872,2023-08-06
885720,8,5712.57385216872,2023-09-06
885720,9,5712.57385216872,2023-10-06
885720,10,5712.57385216872,2023-11-06
885720,11,5712.57385216872,2023-12-06
885720,12,5712.57385216872,2024-01-06
885720,13,5712.57385216872,2024-02-06
885720,14,5712.57385216872,2024-03-06
885720,15,5712.57385216872,2024-04-06
885720,16,5712.57385216872,2024-05-06
885720,17,5712.57385216872,2024-06-06
885721,1,1857.34364555385,2024-05-03
885721,2,1857.34364555385,2024-06-03
885722,1,7608.72549523151,2024-04-02
885722,2,7608.72549523151,2024-05-02
885722,3,7608.72549523151,2024-06-02
885723,1,1732.55991008424,2024-06-23
885724,1,4451.96079536573,2023-05-24
885724,2,4451.96079536573,2023-06-24
885724,3,4451.96079536573,2023-07-24
885724,4,4451.96079536573,2023-08-24
885724,5,4451.96079536573,2023-09-24
885724,6,4451.96079536573,2023-10-24
885724,7,4451.96079536573,2023-11-24
885724,8,4451.96079536573,2023-12-24
885724,9,4451.96079536573,2024-01-24
885724,10,4451.96079536573,2024-02-24
885724,11,4451.96079536573,2024-03-24
885724,12,4451.96079536573,2024-04-24
885724,13,4451.96079536573,2024-05-24
885724,14,4451.96079536573,2024-06-24
885725,1,2502.34277650682,2023-01-08
885725,2,2502.34277650682,2023-02-08
885725,3,2502.34277650682,2023-03-08
885725,4,2502.34277650682,2023-04-08
885725,5,2502.34277650682,2023-05-08
885725,6,2502.34277650682,2023-06-08
885725,7,2502.34277650682,2023-07-08
885725,8,2502.34277650682,2023-08-08
885725,9,2502.34277650682,2023-09-08
885725,10,2502.34277650682,2023-10-08
885725,11,2502.34277650682,2023-11-08
885725,12,2502.34277650682,2023-12-08
885725,13,2502.34277650682,2024-01-08
885725,14,2502.34277650682,2024-02-08
885725,15,2502.34277650682,2024-03-08
885725,16,2502.34277650682,2024-04-08
885725,17,2502.34277650682,2024-05-08
885725,18,2502.34277650682,2024-06-08
885726,1,4443.4382366959,2024-04-24
885726,2,4443.4382366959,2024-05-24
885726,3,4443.4382366959,2024-06-24
885727,1,6633.10333967814,2024-02-15
885727,2,6633.10333967814,2024-03-15
885727,3,6633.10333967814,2024-04-15
885727,4,6633.10333967814,2024-05-15
885727,5,6633.10333967814,2024-06-15
885728,1,5844.13397825779,2024-04-19
885728,2,5844.13397825779,2024-05-19
885728,3,5844.13397825779,2024-06-19
885729,1,4951.32727195176,2023-06-04
885729,2,4951.32727195176,2023-07-04
885729,3,4951.32727195176,2023-08-04
885729,4,4951.32727195176,2023-09-04
885729,5,4951.32727195176,2023-10-04
885729,6,4951.32727195176,2023-11-04
885729,7,4951.32727195176,2023-12-04
885729,8,4951.32727195176,2024-01-04
885729,9,4951.32727195176,2024-02-04
885729,10,4951.32727195176,2024-03-04
885729,11,4951.32727195176,2024-04-04
885729,12,4951.32727195176,2024-05-04
885729,13,4951.32727195176,2024-06-04
885730,1,4126.02490808573,2023-09-18
885730,2,4126.02490808573,2023-10-18
885730,3,4126.02490808573,2023-11-18
885730,4,4126.02490808573,2023-12-18
885730,5,4126.02490808573,2024-01-18
885730,6,4126.02490808573,2024-02-18
885730,7,4126.02490808573,2024-03-18
885730,8,4126.02490808573,2024-04-18
885730,9,4126.02490808573,2024-05-18
885730,10,4126.02490808573,2024-06-18
885731,1,3654.60336123177,2023-02-19
885731,2,3654.60336123177,2023-03-19
885731,3,3654.60336123177,2023-04-19
885731,4,3654.60336123177,2023-05-19
885731,5,3654.60336123177,2023-06-19
885731,6,3654.60336123177,2023-07-19
885731,7,3654.60336123177,2023-08-19
885731,8,3654.60336123177,2023-09-19
885731,9,3654.60336123177,2023-10-19
885731,10,3654.60336123177,2023-11-19
885731,11,3654.60336123177,2023-12-19
885731,12,3654.60336123177,2024-01-19
885731,13,3654.60336123177,2024-02-19
885731,14,3654.60336123177,2024-03-19
885731,15,3654.60336123177,2024-04-19
885731,16,3654.60336123177,2024-05-19
885731,17,3654.60336123177,2024-06-19
885732,1,2871.18297421525,2023-11-07
885732,2,2871.18297421525,2023-12-07
885732,3,2871.18297421525,2024-01-07
885732,4,2871.18297421525,2024-02-07
885732,5,2871.18297421525,2024-03-07
885732,6,2871.18297421525,2024-04-07
885732,7,2871.18297421525,2024-05-07
885732,8,2871.18297421525,2024-06-07
885734,1,2685.79900930061,2024-06-11
885735,1,5649.31498824997,2024-06-03
885736,1,6341.30804660964,2024-01-16
885736,2,6341.30804660964,2024-02-16
885736,3,6341.30804660964,2024-03-16
885736,4,6341.30804660964,2024-04-16
885736,5,6341.30804660964,2024-05-16
885736,6,6341.30804660964,2024-06-16
885737,1,6950.75106047954,2023-07-04
885737,2,6950.75106047954,2023-08-04
885737,3,6950.75106047954,2023-09-04
885737,4,6950.75106047954,2023-10-04
885737,5,6950.75106047954,2023-11-04
885737,6,6950.75106047954,2023-12-04
885737,7,6950.75106047954,2024-01-04
885737,8,6950.75106047954,2024-02-04
885737,9,6950.75106047954,2024-03-04
885737,10,6950.75106047954,2024-04-04
885737,11,6950.75106047954,2024-05-04
885737,12,6950.75106047954,2024-06-04
885738,1,1772.75354740706,2023-10-21
885738,2,1772.75354740706,2023-11-21
885738,3,1772.75354740706,2023-12-21
885738,4,1772.75354740706,2024-01-21
885738,5,1772.75354740706,2024-02-21
885738,6,1772.75354740706,2024-03-21
885738,7,1772.75354740706,2024-04-21
885738,8,1772.75354740706,2024-05-21
885738,9,1772.75354740706,2024-06-21
885739,1,2567.82488012264,2023-01-12
885739,2,2567.82488012264,2023-02-12
885739,3,2567.82488012264,2023-03-12
885739,4,2567.82488012264,2023-04-12
885739,5,2567.82488012264,2023-05-12
885739,6,2567.82488012264,2023-06-12
885739,7,2567.82488012264,2023-07-12
885739,8,2567.82488012264,2023-08-12
885739,9,2567.82488012264,2023-09-12
885739,10,2567.82488012264,2023-10-12
885739,11,2567.82488012264,2023-11-12
885739,12,2567.82488012264,2023-12-12
885739,13,2567.82488012264,2024-01-12
885739,14,2567.82488012264,2024-02-12
885739,15,2567.82488012264,2024-03-12
885739,16,2567.82488012264,2024-04-12
885739,17,2567.82488012264,2024-05-12
885739,18,2567.82488012264,2024-06-12
885741,1,5143.2620791832,2023-11-02
885741,2,5143.2620791832,2023-12-02
885741,3,5143.2620791832,2024-01-02
885741,4,5143.2620791832,2024-02-02
885741,5,5143.2620791832,2024-03-02
885741,6,5143.2620791832,2024-04-02
885741,7,5143.2620791832,2024-05-02
885741,8,5143.2620791832,2024-06-02
885743,1,2447.29268610193,2023-10-26
885743,2,2447.29268610193,2023-11-26
885743,3,2447.29268610193,2023-12-26
885743,4,2447.29268610193,2024-01-26
885743,5,2447.29268610193,2024-02-26
885743,6,2447.29268610193,2024-03-26
885743,7,2447.29268610193,2024-04-26
885743,8,2447.29268610193,2024-05-26
885743,9,2447.29268610193,2024-06-26
885744,1,7972.62441060831,2024-02-03
885744,2,7972.62441060831,2024-03-03
885744,3,7972.62441060831,2024-04-03
885744,4,7972.62441060831,2024-05-03
885744,5,7972.62441060831,2024-06-03
885746,1,2455.90354246375,2023-04-01
885746,2,2455.90354246375,2023-05-01
885746,3,2455.90354246375,2023-06-01
885746,4,2455.90354246375,2023-07-01
885746,5,2455.90354246375,2023-08-01
885746,6,2455.90354246375,2023-09-01
885746,7,2455.90354246375,2023-10-01
885746,8,2455.90354246375,2023-11-01
885746,9,2455.90354246375,2023-12-01
885746,10,2455.90354246375,2024-01-01
885746,11,2455.90354246375,2024-02-01
885746,12,2455.90354246375,2024-03-01
885746,13,2455.90354246375,2024-04-01
885746,14,2455.90354246375,2024-05-01
885746,15,2455.90354246375,2024-06-01
885749,1,9091.82097851444,2023-03-05
885749,2,9091.82097851444,2023-04-05
885749,3,9091.82097851444,2023-05-05
885749,4,9091.82097851444,2023-06-05
885749,5,9091.82097851444,2023-07-05
885749,6,9091.82097851444,2023-08-05
885749,7,9091.82097851444,2023-09-05
885749,8,9091.82097851444,2023-10-05
